source_FIPS_0,source_facility_0,destination_FIPS_0,destination_facility_0,flow_kg_0,source_0,destination_0,emission_0,emission_total
20175,0,4011,0,14071.454666984466,20175,4011,234033.7353977096,234033.7353977096
27043,0,27043,0,103190198.0,27043,27043,880993943.141246,880993943.141246
27043,0,27091,0,28026388.546375077,27043,27091,241091234.00612465,241091234.00612465
29227,0,29227,0,13131152.51,29227,29227,231165432.9213964,231165432.9213964
29227,0,29147,0,254225.27742609417,29227,29147,4501161.831101469,4501161.831101469
38011,0,30077,0,13356.055916214587,38011,30077,486687.87267637026,486687.87267637026
38011,0,30011,0,592821.7680433951,38011,30011,20594920.945360173,20594920.945360173
46051,0,46051,0,5790407.506652742,46051,46051,85231844.92686737,85231844.92686737
46051,0,27151,0,2166382.686709467,46051,27151,32249638.360878732,32249638.360878732
46051,0,30029,0,1108549.8583227294,46051,30029,20825083.54825993,20825083.54825993
46051,0,30105,0,441942.37723918655,46051,30105,7605444.423459835,7605444.423459835
46051,0,53011,0,106915.97619110842,46051,53011,2228926.4942386947,2228926.4942386947
46051,0,30085,0,14419.588902551255,46051,30085,244874.08397650023,244874.08397650023
46051,0,41011,0,38644.28444704192,46051,41011,839889.4586975584,839889.4586975584
46051,0,53021,0,16142.575812464882,46051,53021,322546.7263382734,322546.7263382734
46051,0,6023,0,53106.29082004319,46051,6023,1189982.0877868286,1189982.0877868286
54077,0,54071,0,5315.027984138504,54077,54071,300022.63560256304,300022.63560256304
8039,0,8039,0,182728.2539329079,8039,8039,7220699.893267618,7220699.893267618
8039,0,8093,0,16271.540697424993,8039,8093,650525.0575862897,650525.0575862897
8039,0,8015,0,3072.139684677963,8039,8015,123202.25850750603,123202.25850750603
8039,0,8005,0,3826.306132734004,8039,8005,151545.1938772415,151545.1938772415
20097,0,35037,0,7035.727333671774,20097,35037,124068.80450700218,124068.80450700218
20097,0,40059,0,14009104.231583988,20097,40059,234291707.93029034,234291707.93029034
20097,0,4021,0,1184.3300803725283,20097,4021,23568.25370537289,23568.25370537289
20057,0,20069,0,16235934.350396404,20057,20069,257466549.78846067,257466549.78846067
38093,0,53033,0,17207.786471970743,38093,53033,317007.52990422974,317007.52990422974
38093,0,53057,0,59100.5474394778,38093,53057,1104203.9977274763,1104203.9977274763
38093,0,53029,0,113860.37672521108,38093,53029,2121533.6878764783,2121533.6878764783
31019,0,31019,0,678710.6914888923,31019,31019,11228343.633792354,11228343.633792354
31019,0,49049,0,375197.618097788,31019,49049,7298156.213294743,7298156.213294743
31019,0,31047,0,17588817.84912856,31019,31047,293712402.66734684,293712402.66734684
31019,0,6039,0,31081.459491373553,31019,6039,693338.1860587464,693338.1860587464
31115,0,31115,0,2225489.9709313647,31115,31115,29040189.338451676,29040189.338451676
31115,0,31041,0,630294.3919952095,31115,31041,8312672.942041268,8312672.942041268
38101,0,41051,0,403.9181466204808,38101,41051,9390.735349675595,9390.735349675595
